번호,시설명,주소
4589,면목지역아동센터,서울특별시 중랑구 면목로33길 79 (면목동)
4590,한빛지역아동센터,경기도 의정부시 가능로136번길 7 (의정부동)
4591,원종지역아동센터,경기도 부천시 소사로775번길 36 (원종동)
4592,한우리지역아동센터,경기도 양주시 새터로 9-15 (옥정동)
4593,요셉 천사의 집,"서울특별시 양천구 오목로5길 20, 202동 1층 1호 (신월동, 양천롯데캐슬)"
4594,울산화정지역아동센터,울산광역시 동구 월봉10길 14 (화정동)
4595,경애원,전라남도 목포시 양을로141번길 6 (산정동)
4596,광혜원지역아동센터,"충청북도 진천군 광혜원면 화랑6길 6, 목화아파트상가동 3층"
4597,창조지역아동센터,"경기도 성남시 분당구 불곡로 4, 3층 304호 (정자동, 리더스프라자)"
4598,나눔지역아동센터,대전광역시 대덕구 신탄진로218번길 24 (와동)
4599,민들레쉼터,서울특별시 관악구 문성로38길 37-7 (신림동)
4600,새길지역아동센터,경상북도 구미시 인동28길 49-8 (진평동)
4601,대신지역아동센터,부산광역시 서구 구덕로346번길 17 (동대신동3가)
4602,미래지역아동센터,"충청남도 아산시 신창면 남성길 99, 샘마을아파트 상가동 3층"
4603,강내지역아동센터,충청북도 청주시 흥덕구 강내면 396-20
4604,은혜의 집,강원도 횡성군 횡성읍 가담1길 8-13
4605,햇살가득한집,"대전광역시 유성구 진잠로106번길 5-12, 402호 (원내동, 두리빌)"
4606,꿈나무지역아동센터,경기도 평택시 팽성읍 팽성송화로 216 (2층)
4607,동소문행복한 홈스쿨 지역아동센터,서울특별시 성북구 아리랑로 39 (동소문동7가)
4608,멘토링지역아동센터,광주광역시 남구 군분로130번길 5-2 (월산동)
4609,성덕원,전라남도 목포시 죽선로 39-2 (죽교동)
4610,디딤돌지역아동센터,광주광역시 동구 학소로86번안길 8 (소태동)
4611,금빛지역아동센터,서울특별시 노원구 상계로26길 20 (상계동)
4612,남부공동생활가정,충청북도 옥천군 옥천읍 문정1길 19
4613,연세지역아동센터,"서울특별시 양천구 신월로27길 16, 2층 (신월동)"
4614,도화지역아동센터,충청북도 제천시 백운면 구학산로 518
4615,광민행복한홈스쿨지역아동센터,울산광역시 울주군 온산읍 신온1길 7
4616,행복꿈터지역아동센터,"경기도 동두천시 중앙로 369, 3층 (보산동)"
4617,한길지역아동센터,서울특별시 중랑구 동일로110길 37 (상봉동)
4618,드림지역아동센터,"대구광역시 북구 학정로110길 29, 2층 210호 (학정동, 학정청아람 상가)"
4619,성모의 집,"서울특별시 은평구 가좌로12길 15, 103동 101호 (신사동, 은평신사 두산위브 2차)"
4620,하나교육문화지역아동센터,광주광역시 광산구 산정로6번길 21-11 (산정동)
4621,샘물 지역아동센터,"경기도 광명시 금하로 523, 4층 (소하동)"
4622,멋진지역아동센터,경상남도 진주시 서장대로 176-10 (이현동)
4623,돈보스코 나눔의집,광주광역시 서구 세동1길 44 (세하동)
4624,대연지역아동센터,부산광역시 남구 수영로219번길 59 (대연동)
4625,도계지역아동센터,강원도 삼척시 도계읍 도계느티로3길 14-5
4626,함께하는지역아동센터,"경기도 시흥시 수인로2421번길 101, 3층 (논곡동)"
4627,LH 행복꿈터 해운대지역아동센터,부산광역시 해운대구 재반로12번길 16 (재송동)
4628,하늘지역아동센터,울산광역시 울주군 청량면 송전2길 6-16
4629,한우리지역아동센터,전라남도 화순군 화순읍 일심3길 19
4630,원주가톨릭꿈나무지역아동센터,강원도 원주시 봉산로 103 (봉산동)
4631,아름다운 지역아동센터,경기도 화성시 효행로 1205-67 (기산동)
4632,사랑모아지역아동센터,광주광역시 남구 군분로169번길 3 (월산동)
4633,보리앗지역아동센터,경기도 이천시 백사면 청백리로 64-28
4634,무주행복한홈스쿨지역아동센터,전라북도 무주군 무주읍 단천로1길 11-16
4635,남구지역아동센터,대구광역시 남구 중앙대로38길 17 (대명동)
4636,상록수지역아동센터,전라북도 남원시 동도2길 20 (도통동)
4637,생명지역아동센터,인천광역시 부평구 부흥북로58번길 16 (부평동)
4638,인애의집,경상남도 창원시 마산회원구 팔용로 270 (구암동)
4639,생극지역아동센터,충청북도 음성군 생극면 음성로 1642-4
4640,다솜,경상남도 창원시 마산회원구 무학로 558 (회원동)
4641,평안한집,"전라북도 군산시 하나운로 48, 201동 1004호 (나운동, 롯데아파트)"
4642,함평시온원,전라남도 함평군 학교면 학다리길 349
4643,상록원,전라남도 장성군 장성읍 장안리 506번지
4644,지역아동센터 푸른나무교실,"인천광역시 동구 솔빛로91번길 7 (송림동, 2층)"
4645,진주기독육아원,경상남도 진주시 진양호로145번길 11-3 (평거동)
4646,엄마사랑,강원도 원주시 단구로75번길 22 (일산동)
4647,은혜의집,부산광역시 해운대구 해운대로295번길 16 (우동)
4648,영락보린원,서울특별시 용산구 후암로4길 70 (후암동)
4649,은하수지역아동센터,부산광역시 부산진구 개금동 산 57번지 9호
4650,사회복지법인 그리스도의 집(지온보육원),서울특별시 강서구 금낭화로26가길 120 (개화동)
4651,전광지역아동센터,전라북도 전주시 덕진구 쪽구름2길 17-3 (반월동)
4652,지역아동센터오산푸른학교,"경기도 오산시 박동길 8, 101동 102호 (수청동, 삼익수청아파트)"
4653,임실지역아동센터,전라북도 임실군 임실읍 봉황로 53
4654,꽃망울지역아동센터,강원도 동해시 송정2길 21 (송정동)
4655,잘자람(삭선)지역아동센터,충청남도 태안군 태안읍 원이로 284-8
4656,청학동 지역아동센터,인천광역시 연수구 솔샘로 73 (청학동)
4657,야베스지역아동센터,대구광역시 남구 명덕로 286 (이천동)
4658,무등클래스지역아동센터,"광주광역시 북구 무등로 282-6, 3층 (중흥동)"
4659,화천지역아동센터,강원도 화천군 화천읍 상승로2길 30
4660,부산동부좋은이웃지역아동센터(부산동부지부),"부산광역시 금정구 금정로 35, 3층 (장전동)"
4661,우리동네지역아동센터,"인천광역시 남동구 석정로461번길 10 (간석동, 상가 103호)"
4662,익선원,충청남도 천안시 서북구 성거읍 성진로 596
4663,광명 아동 그룹홈,"경기도 광명시 도덕로 56, 105동동 702호호 (광명동, 중앙하이츠1차)"
4664,꿈이있는 지역아동센터,전라남도 무안군 무안읍 성남1길 106
4665,신망원,경상남도 밀양시 상남면 양림동촌2길 14-1
4666,동방사회복지회 서울아동상담소,서울특별시 서대문구 연희로 26 (창천동)
4667,해비타트 지역아동센터,충청남도 아산시 도고면 온천대로207번길 21
4668,풀잎지역아동센터,부산광역시 부산진구 가야공원로63번길 33-5 (가야동)
4669,푸른마을아동복지종합센터,인천광역시 미추홀구 매소홀로446번길 50 (학익동)
4670,달성해솔지역아동센터,대구광역시 달성군 가창면 가창로 1108
4671,부산해피홈,부산광역시 남구 진남로96번가길 8-1 (대연동)
4672,꿈샘지역아동센터,경상남도 밀양시 삼랑진읍 만어로 6
4673,희망넝쿨공동생활가정,광주광역시 남구 주월동 101동 106호
4674,해바라기지역아동센터,"부산광역시 북구 만덕1로 49, 303호 (만덕동, 만덕3휴먼시아아파트)"
4675,충북육아원,충청북도 청주시 서원구 충렬로 3 (사직동)
4676,청솔지역아동센터,"대구광역시 수성구 파동로 125 (파동, 2,3층)"
4677,성심중앙지역아동센터,서울특별시 강북구 삼양로117길 58 (수유동)
4678,내아띠,"울산광역시 남구 삼호로 122, 401호 (무거동, 대지리젠파크)"
4679,무지개 지역아동센터,광주광역시 광산구 송도로 215-9 (도산동)
4680,우리지역아동센터,경상북도 포항시 북구 청하면 청하로217번길 18
4681,하늘지역아동센터,서울특별시 금천구 문성로 12 (독산동)
4682,희락지역아동센터,대구광역시 달서구 성서로72길 134 (장기동)
4683,고창지역아동센타,전라북도 고창군 고창읍 성산2길 23 (2층)
4684,미문공부방,충청남도 서산시 음암면 상홍리 171번지
4685,기쁨의집,"경기도 안산시 상록구 한양대학1길 59-5, 401호 (사동)"
4686,사랑애샘터,"전라북도 전주시 덕진구 호성로 132, 108동 1005호 (호성동1가, 호성동진흥더블파크1단지)"
4687,큰사랑행복한홈스쿨지역아동센터,"인천광역시 남동구 백범로124번길 162 (만수동, 3층)"
4688,열림지역아동센터,서울특별시 노원구 동일로231다길 6 (상계동)
4689,소나무지역아동센터,"충청북도 청주시 서원구 1순환로709번길 49, 2층 (사창동)"
4690,한국보육원,경기도 양주시 장흥면 유원지로 286-84 (한국보육원)
4691,신애보육원,대구광역시 서구 북비산로33길 9-2 (평리동)
4692,아이조아홈스쿨 지역아동센터,광주광역시 광산구 도산로12번길 17-51 (도산동)
4693,음성꽃동네아동복지시설,충청북도 음성군 맹동면 덕금로 340-1
4694,믿음지역아동센터,전라남도 고흥군 도양읍 녹동신항8길 29-10
4695,꿈이있는지역아동센터,광주광역시 북구 하서로229번길 67 (양산동)
4696,드림하우스그룹홈,충청북도 청주시 서원구 산남동 11-2 (산남동)
4697,정읍지역아동센터,전라북도 정읍시 남산5길 19 (시기동)
4698,동방사회복지회 대구아동상담소,"대구광역시 동구 동대구로 425 (신천동, 4층)"
4699,꾸러기지역아동센터,"서울특별시 강북구 도봉로28나길 7 (미아동, 1층)"
4700,충헌지역아동센터,"인천광역시 남동구 서창남로 2, 2층 (서창동, 서창LH12단지 주민복지관1동)"
4701,양무리지역아동센터,"충청북도 청주시 서원구 1순환로 765, 4층 (개신동)"
4702,수원소망,경기도 수원시 장안구 파장로34번길 3 (파장동)
4703,큰나무학교 지역아동센터,서울특별시 성북구 보문로30가길 41-6 (안암동1가)
4704,제일행복한 지역아동센터,경기도 안산시 상록구 충장로 602 (월피동)
4705,꿈터지역아동센터,"대구광역시 동구 동촌로 159 (검사동, 1층)"
4706,고서지역아동센터,전라남도 담양군 고서면 원등1길 3-6
4707,호계지역아동센터,"경상남도 창원시 마산회원구 내서읍 호계본동로 78, 2층"
4708,송탄지역아동센터,경기도 평택시 점촌1로18번길 41 (서정동)
4709,에셀나무,전라남도 영광군 영광읍 향교길1길 4-20
4710,두리꿈터지역아동센터,"경기도 남양주시 수동면 당두평로 57, 104호 (프리빌A동)"
4711,무지개지역아동센터,전라남도 영암군 삼호읍 대불주거2로1길 18
4712,나래지역아동센터,"광주광역시 북구 중문로84번길 67, 1층 (문흥동)"
4713,푸르미지역아동센터,"서울특별시 구로구 경서로 47, 502,503호 (고척동)"
4714,무극비전지역아동센터,충청북도 음성군 금왕읍 금석로 65-4
4715,마산애리원,경상남도 창원시 마산합포구 완월남6길 10 (완월동)
4716,열린지역아동센터,"강원도 고성군 현내면 한나루로 67, 2층 (열린지역아동센터)"
4717,성육보육원,경기도 평택시 이충로13번길 110 (이충동)
4718,대자원,경상북도 경주시 천북면 갈곡삼막길 34
4719,행복한우리집,"대전광역시 중구 대둔산로350번길 102-3, 4층 02호 (사정동, 리치빌)"
4720,바비두지역아동센터,"경기도 남양주시 오남읍 진건오남로 781-40, 205동 201호 (두산아파트)"
4721,무태지역아동센터,대구광역시 북구 서변로21길 15 (서변동)
4722,성보나,"경기도 파주시 와석순환로 347, 202동 3층 2호 (목동동, 해솔마을 2단지 월드메르디앙)"
4723,성모의 집,서울특별시 성북구 보국문로29가길 24 (정릉동)
4724,제일지역아동센터,충청남도 논산시 양촌면 황산벌로 486-18 (제일지역아동센터)
4725,반여지역아동센터,"부산광역시 해운대구 선수촌로21번길 21, 2층 33,52,57호 (반여동)"
4726,세계로 지역아동센터,경기도 파주시 법원읍 장군터길 23
4727,진안꿈동산지역아동센터,전라북도 진안군 진안읍 성산2길 21-5
4728,모라지역아동센터,"부산광역시 사상구 모라로110번길 129, 2층 (모라동, 모라종합사회복지관)"
4729,참아름,경기도 수원시 권선구 금호로245번길 6 (구운동)
4730,강화지역아동센터,"인천광역시 강화군 강화읍 갑룡길117번길 12-12, 나동 102호"
4731,푸른꿈나무지역아동센터,서울특별시 은평구 불광로 121 (불광동)
4732,아이들 세상,전라북도 완주군 삼례읍 삼례역로 42
4733,제자지역아동센터,인천광역시 강화군 강화읍 갑룡길 84
4734,아이뜰지역아동센터,경상북도 경주시 윗동천길 60 (동천동)
4735,중앙지역아동센터,"대구광역시 수성구 만촌로 138, 3층 (만촌동)"
4736,윤성지역아동센터,경상북도 경산시 진량읍 선화로20길 23
